"Table S12: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,
"name","longitude","latitude","catalogNumber","stateProvince","pop","locality","elevation"
"Lepidocolaptes falcinellus",-50.797605,-25.72473,"OBS375555911","Paraná","South","Rio Azul",873.39
"Stephanophorus diadematus",-50.797605,-25.72473,"OBS375555906","Paraná","South","Rio Azul",877.27
"Lepidocolaptes falcinellus",-54.420937,-25.72551,"OBS361648663","Misiones","South","PN Iguazu (RN 101)",218.74
"Synallaxis cinerascens",-54.445125,-25.730497,"OBS299516810","Misiones","South","PN Iguazu - Sendero Bernabe Mendez",245.78
"Stephanoxis lalandi",-54.94,-25.76,"OBS275335974","Alto Paraná","South","Reserva Natural Kuri'y, Dpto. Alto Paraná",238.43
"Microspingus lateralis",-54.542927,-25.770977,"OBS272924848","Misiones","South","Alto Parana Araucaria Plantation",217.94
"Drymophila rubricollis",-54.320526,-25.790309,"OBS431937928","Misiones","South","PP Uruzú y Reserva Forestal San Jorge (AICA MI03)",337.13
"Mackenziaena leachii",-54.320526,-25.790309,"OBS275310330","Misiones","South","PP Uruzú y Reserva Forestal San Jorge (AICA MI03)",336.28
"Elaenia mesoleuca",-52.099163,-25.790772,"OBS414779518","Paraná","South","Museu Regional do Iguaçu",737.51
"Drymophila rubricollis",-54.014365,-25.809511,"OBS371974114","Misiones","South","PP Urugua-í (AICA MI02)--Seccional 101",399.1
"Lepidocolaptes falcinellus",-54.014365,-25.809511,"OBS544238548","Misiones","South","PP Urugua-í (AICA MI02)--Seccional 101",402.74
"Phylloscartes ventralis",-54.014365,-25.809511,"OBS431101308","Misiones","South","PP Urugua-í (AICA MI02)--Seccional 101",405.05
"Synallaxis cinerascens",-54.014365,-25.809511,"OBS371974115","Misiones","South","PP Urugua-í (AICA MI02)--Seccional 101",410.5
"Syndactyla rufosuperciliata",-54.014365,-25.809511,"OBS373632616","Misiones","South","PP Urugua-í (AICA MI02)--Seccional 101",405.05
"Synallaxis cinerascens",-54.000549,-25.822762,"OBS275953632","Misiones","South","San Sebastian de la selva",392.48
"Stephanoxis lalandi",-56.8381,-25.8252,"MVZ:Bird:175819","Paraguari","South","Parque Nacional Ybycui, ca. 30 km NE Ybycui",196.95
"Lepidocolaptes falcinellus",-53.877167,-25.828167,"OBS323244021","Misiones","South","PP Guardaparque Horacio Foerster (AICA MI05)",403.99
"Mackenziaena leachii",-53.877167,-25.828167,"OBS323244025","Misiones","South","PP Guardaparque Horacio Foerster (AICA MI05)",415.64
"Synallaxis cinerascens",-53.877167,-25.828167,"OBS370052220","Misiones","South","PP Guardaparque Horacio Foerster (AICA MI05)",407.04
"Cacicus chrysopterus",-54.58482,-25.830025,"OBS431932268","Misiones","South","Reserva Salto Jasy",182.96
"Saltator maxillosus",-54.006644,-25.831641,318566,"Misiones","South","NA",447.81
"Mackenziaena leachii",-56.216667,-25.833333,"OBS275427673","Guairá","South","Ybytyruzú, Guairá (Paraguay Central)",303.8
"Stephanoxis lalandi",-56.216667,-25.833333,"OBS275346536","Guairá","South","Ybytyruzú, Guairá (Paraguay Central)",350
"Synallaxis cinerascens",-56.216667,-25.833333,"OBS275427648","Guairá","South","Ybytyruzú, Guairá (Paraguay Central)",350.72
"Drymophila rubricollis",-54.169167,-25.835278,"OBS340573421","Misiones","South","Uruzú",302.93
"Microspingus lateralis",-54.552778,-25.835278,"OBS340610722","Misiones","South","Setaria",212.85
"Synallaxis cinerascens",-54.169167,-25.835278,"OBS340573383","Misiones","South","Uruzú",298.31
"Drymophila rubricollis",-54.00306,-25.839797,292393,"Misiones","South","NA",404.99
"Lepidocolaptes falcinellus",-54.011192,-25.840299,312841,"Misiones","South","NA",412.07
"Drymophila rubricollis",-53.9645,-25.841833,"OBS263778069","Misiones","South","Corredor Urugua-í Foerster (AICA MI04)",371.08
"Synallaxis cinerascens",-53.9645,-25.841833,"OBS263804219","Misiones","South","Corredor Urugua-í Foerster (AICA MI04)",387.73
"Lepidocolaptes falcinellus",-54.5,-25.85,"NA","NA","South","Argentina:Misiones",204.05
"Stephanoxis lalandi",-54.85,-25.85,"OBS275410267","Alto Paraná","South","Estancia Don Oscar, Alto Paraná (Alto Paraná)",254.34
"Drymophila rubricollis",-54.3915,-25.851833,132923,"Misiones","South","Parque Provincial Urugua-i",237.31
"Drymophila rubricollis",-53.984091,-25.853759,"OBS299428290","Misiones","South","Puerto Urugua-i Provencial Park-approx",404.99
"Synallaxis cinerascens",-53.984091,-25.853759,"OBS299546126","Misiones","South","Puerto Urugua-i Provencial Park-approx",377.77
"Drymophila rubricollis",-54.173949,-25.855864,"OBS423426585","Misiones","South","Uruzu",297.5
"Microspingus lateralis",-54.173949,-25.855864,"OBS423426567","Misiones","South","Uruzu",308.77
"Phylloscartes ventralis",-54.173949,-25.855864,"OBS423426593","Misiones","South","Uruzu",314.62
"Synallaxis cinerascens",-54.173949,-25.855864,"OBS423426579","Misiones","South","Uruzu",294.82
"Syndactyla rufosuperciliata",-54.173949,-25.855864,"OBS423426595","Misiones","South","Uruzu",314.62
"Synallaxis cinerascens",-53.977375,-25.856288,"OBS332043948","Misiones","South","San Sebastián de la Selva",377.77
"Cacicus chrysopterus",-53.975986,-25.857299,"OBS495917643","Misiones","South","San Sebastián de la Selva (AICA MI04)",397.38
"Drymophila rubricollis",-53.975986,-25.857299,"OBS496015068","Misiones","South","San Sebastián de la Selva (AICA MI04)",371.08
"Lepidocolaptes falcinellus",-53.975986,-25.857299,"OBS373632141","Misiones","South","San Sebastián de la Selva (AICA MI04)",397.38
"Mackenziaena leachii",-53.975986,-25.857299,"OBS323010604","Misiones","South","San Sebastian de la Selva (AICA MI04)",396.88
"Phylloscartes ventralis",-53.975986,-25.857299,"OBS373632174","Misiones","South","San Sebastián de la Selva (AICA MI04)",405.43
"Stephanoxis lalandi",-53.975986,-25.857299,"OBS436141395","Misiones","South","San Sebastián de la Selva (AICA MI04)",395.99
"Synallaxis cinerascens",-53.975986,-25.857299,"OBS373632128","Misiones","South","San Sebastián de la Selva (AICA MI04)",377.77
"Syndactyla rufosuperciliata",-53.975986,-25.857299,"OBS371974683","Misiones","South","San Sebastián de la Selva (AICA MI04)",405.43
"Drymophila rubricollis",-54.168783,-25.857317,"OBS420110243","Misiones","South","PP Urugua-í Seccional Uruzú",297.5
"Heliobletus contaminatus",-54.168783,-25.857317,"OBS272924222","Misiones","South","PP Urugua-í (AICA MI02)--Seccional Uruzú",317.07
"Lepidocolaptes falcinellus",-54.168783,-25.857317,"OBS292810868","Misiones","South","PP Urugua-í Seccional Uruzú",308.77
"Mackenziaena leachii",-54.168783,-25.857317,"OBS435745058","Misiones","South","PP Urugua-í Seccional Uruzú",317.07
"Muscipipra vetula",-54.168783,-25.857317,"OBS364568468","Misiones","South","PP Urugua-í Seccional Uruzú",294.82
"Phylloscartes ventralis",-54.168783,-25.857317,"OBS420122650","Misiones","South","PP Urugua-í Seccional Uruzú",314.62
"Piculus aurulentus",-54.168783,-25.857317,"OBS273354893","Misiones","South","PP Urugua-í (AICA MI02)--Seccional Uruzú",317.07
"Stephanoxis lalandi",-54.168783,-25.857317,"OBS446339757","Misiones","South","PP Urugua-í Seccional Uruzú",307.76
"Synallaxis cinerascens",-54.168783,-25.857317,"OBS420122352","Misiones","South","PP Urugua-í Seccional Uruzú",294.82
"Syndactyla rufosuperciliata",-54.168783,-25.857317,"OBS420106269","Misiones","South","PP Urugua-í Seccional Uruzú",314.62
"Stephanoxis lalandi",-53.97539,-25.85765,"OBS273095119","Misiones","South","San Sebastian de la Selva, Andresito",395.99
"Synallaxis cinerascens",-53.97539,-25.85765,"OBS273095137","Misiones","South","San Sebastian de la Selva, Andresito",377.77
"Cacicus chrysopterus",-53.979094,-25.857747,"OBS368668840","Misiones","South","Yvitú - -25 -858x-53 -979 - 22/01/2016 05:33 p.m.",397.38
"Drymophila rubricollis",-53.979094,-25.857747,"OBS368668913","Misiones","South","Yvitú - -25 -858x-53 -979 - 22/01/2016 05:33 p.m.",371.08
"Lepidocolaptes falcinellus",-53.979094,-25.857747,"OBS368668857","Misiones","South","Yvitú - -25 -858x-53 -979 - 22/01/2016 05:33 p.m.",397.38
"Mackenziaena leachii",-53.979094,-25.857747,"OBS368668918","Misiones","South","Yvitú - -25 -858x-53 -979 - 22/01/2016 05:33 p.m.",396.88
"Synallaxis cinerascens",-53.979094,-25.857747,"OBS368668882","Misiones","South","Yvitú - -25 -858x-53 -979 - 22/01/2016 05:33 p.m.",377.77
"Syndactyla rufosuperciliata",-53.979094,-25.857747,"OBS368668869","Misiones","South","Yvitú - -25 -858x-53 -979 - 22/01/2016 05:33 p.m.",405.43
"Drymophila rubricollis",-54.168575,-25.857845,"OBS373633829","Misiones","South","AR--Misiones--PP Urugua-í--Uruzu",297.5
"Phylloscartes ventralis",-54.168575,-25.857845,"OBS371973991","Misiones","South","AR--Misiones--PP Urugua-í--Uruzu",314.62
"Stephanoxis lalandi",-54.168575,-25.857845,"OBS373633831","Misiones","South","AR--Misiones--PP Urugua-í--Uruzu",307.76
"Synallaxis cinerascens",-54.168575,-25.857845,"OBS373633830","Misiones","South","AR--Misiones--PP Urugua-í--Uruzu",294.82
"Lepidocolaptes falcinellus",-54.1687,-25.8585,"OBS266036229","Misiones","South","PP Urugua-í_Uruzú",308.77
"Synallaxis cinerascens",-54.1687,-25.8585,"OBS266036221","Misiones","South","PP Urugua-í_Uruzú",294.82
"Heliobletus contaminatus",-49.751472,-25.85913,"OBS357842638","Paraná","South","Lapinha SPA, Lapa",834.44
"Lepidocolaptes falcinellus",-49.751472,-25.85913,"OBS357842603","Paraná","South","Lapinha SPA, Lapa",824.1
"Stephanoxis lalandi",-53.98224,-25.859814,"OBS432468968","Misiones","South","reserva yvita",395.99
"Synallaxis cinerascens",-53.98224,-25.859814,"OBS432204988","Misiones","South","reserva yvita",416.35
"Drymophila rubricollis",-53.959458,-25.859822,"OBS386377604","Misiones","South","Bio Reserva Karadya (AICA MI04)",415.5
"Lepidocolaptes falcinellus",-53.959458,-25.859822,"OBS384831442","Misiones","South","Bio Reserva Karadya (AICA MI04)",400.29
"Mackenziaena leachii",-53.959458,-25.859822,"OBS403246596","Misiones","South","Bio Reserva Karadya (AICA MI04)",409.62
"Muscipipra vetula",-53.959458,-25.859822,"OBS195958703","Misiones","South","Bio Reserva Karadya (AICA MI04)",412.48
"Phylloscartes ventralis",-53.959458,-25.859822,"OBS403246509","Misiones","South","Bio Reserva Karadya (AICA MI04)",405.47
"Stephanoxis lalandi",-53.959458,-25.859822,"OBS386377628","Misiones","South","Bio Reserva Karadya (AICA MI04)",399.4
"Synallaxis cinerascens",-53.959458,-25.859822,"OBS384831459","Misiones","South","Bio Reserva Karadya (AICA MI04)",412.48
"Syndactyla rufosuperciliata",-53.959458,-25.859822,"OBS386377615","Misiones","South","Bio Reserva Karadya (AICA MI04)",405.47
"Saltator maxillosus",-54.523445,-25.86133,39754,"Misiones","South","Arroyo Urugua-í, km 10",194.89
"Stephanoxis lalandi",-54.523445,-25.86133,38296,"Misiones","South","Arroyo Urugua-í, km 10",189.28
"Elaenia mesoleuca",-48.970326,-25.862803,"OBS452286606","Paraná","South","Acesso ao Morro dos Perdidos",873.43
"Lepidocolaptes falcinellus",-48.970326,-25.862803,"OBS452286589","Paraná","South","Acesso ao Morro dos Perdidos",831.49
"Piculus aurulentus",-48.970326,-25.862803,"OBS452286657","Paraná","South","Acesso ao Morro dos Perdidos",912.3
"Stephanoxis lalandi",-48.970326,-25.862803,"OBS452286633","Paraná","South","Acesso ao Morro dos Perdidos",977.06
"Synallaxis cinerascens",-48.970326,-25.862803,"OBS452286659","Paraná","South","Acesso ao Morro dos Perdidos",930.29
"Drymophila rubricollis",-54.181097,-25.865748,"OBS195506303","Misiones","South","Yate-I Reserve",324.92
"Synallaxis cinerascens",-54.181097,-25.865748,"OBS195506301","Misiones","South","Yate-I Reserve",322.56
"Stephanoxis lalandi",-54.52,-25.87,"YPM ORN 104181","Misiones Province","South","10 km from mouth",197.65
"Cacicus chrysopterus",-53.972547,-25.870007,"OBS400314217","Misiones","South","RN Mainumby",427.89
"Drymophila rubricollis",-53.972547,-25.870007,"OBS400314042","Misiones","South","RN Mainumby",407.09
"Lepidocolaptes falcinellus",-53.972547,-25.870007,"OBS400314038","Misiones","South","RN Mainumby",427.89
"Mackenziaena leachii",-53.972547,-25.870007,"OBS400314168","Misiones","South","RN Mainumby",396.88
"Phylloscartes ventralis",-53.972547,-25.870007,"OBS400314126","Misiones","South","RN Mainumby",405.43
"Stephanoxis lalandi",-53.972547,-25.870007,"OBS392465511","Misiones","South","RN Mainumby",428.31
"Synallaxis cinerascens",-53.972547,-25.870007,"OBS392465506","Misiones","South","RN Mainumby",416.35
"Syndactyla rufosuperciliata",-53.972547,-25.870007,"OBS392465516","Misiones","South","RN Mainumby",405.43
"Stephanoxis lalandi",-57.165939,-25.886682,"OBS275406097","Paraguarí","South","Acahay, Paraguari (Paraguay Central)",283.31
"Elaenia mesoleuca",-54.583799,-25.888144,"MLZ:Bird:65589","Misiones","South","Arroyo Urugua-i, km 10",186.14
"Stephanoxis lalandi",-54.583799,-25.888144,"MLZ:Bird:65792","Misiones","South","Arroyo Urugua-i, km 10",180
"Microspingus lateralis",-54.542484,-25.891504,158080,"Misiones","South","Arroyo Uruguai, Km 10",193.18
"Stephanophorus diadematus",-49.394052,-25.899148,"OBS432551973","Paraná","South","Chácara Anna-Bruno- Mandirituba",861.85
"Elaenia mesoleuca",-54.6,-25.9,52151,"Misiones","South","ARROYO URUGUA-I; KM 10",183.88
"Stephanoxis lalandi",-54.6,-25.9,47371,"Misiones","South","ARROYO URUGUA-I; KM 10",164.62
"Cacicus chrysopterus",-51.598353,-25.904399,"OBS417441161","Paraná","South","Faxinal do Céu",1119.53
"Lepidocolaptes falcinellus",-51.598353,-25.904399,"OBS417441146","Paraná","South","Faxinal do Céu",1119.53
"Microspingus lateralis",-51.598353,-25.904399,"OBS417421068","Paraná","South","Faxinal do Céu",1119.53
"Piculus aurulentus",-51.598353,-25.904399,"OBS417441152","Paraná","South","Faxinal do Céu",1145.79
"Stephanophorus diadematus",-51.598353,-25.904399,"OBS417441166","Paraná","South","Faxinal do Céu",1135.61
"Elaenia mesoleuca",-48.581086,-25.906962,"OBS443555416","Paraná","South","BR-Paraná-Guaratuba-1480-1658 Avenida Paraná - -25,907x-48,581",11.84
"Stephanoxis lalandi",-54.614046,-25.916249,"OBS217800371","Misiones","South","Posada Puerto Bemberg",161.97
"Stephanoxis lalandi",-56.15491,-25.91924,"OBS351880353","Guairá","South","Guaira, Camino al 3 Kandú",392.37
"Microspingus lateralis",-54.583683,-25.919607,"OBS395963907","Misiones","South","Puerto Libertad",219.61
"Cacicus chrysopterus",-54.305462,-25.936396,"OBS402184050","Misiones","South","Arroyo Falso RP19",229.19
"Elaenia mesoleuca",-49.133333,-25.95,20050,"Paraná","South","Faz San Francisco; Lagoinhas; Tijucas do Sul",912.02
"Chamaeza ruficauda",-54.179549,-25.953106,"OBS377272168","Misiones","South","PP Urugua-i Don Zerpa",269.17
"Drymophila rubricollis",-54.179549,-25.953106,"OBS377272159","Misiones","South","PP Urugua-i Don Zerpa",273.59
"Lepidocolaptes falcinellus",-54.179549,-25.953106,"OBS377493291","Misiones","South","PP Urugua-i Don Zerpa",268.17
"Stephanoxis lalandi",-54.179549,-25.953106,"OBS377272069","Misiones","South","PP Urugua-i Don Zerpa",264.76
"Drymophila rubricollis",-54.102222,-25.974167,"OBS326614380","Misiones","South","Reserva Urugua-í de la FVSA",286.28
"Lepidocolaptes falcinellus",-54.102222,-25.974167,"OBS326614388","Misiones","South","Reserva Urugua-í de la FVSA",296.87
"Stephanoxis lalandi",-54.102222,-25.974167,"OBS326614373","Misiones","South","Reserva Urugua-í de la FVSA",282.43
"Synallaxis cinerascens",-54.102222,-25.974167,"OBS326015649","Misiones","South","Reserva Urugua-í de la FVSA",282.26
"Stephanoxis lalandi",-54.631897,-25.988556,41456,"Misiones","South","Puerto Segundo",166.8
"Elaenia mesoleuca",-48.839829,-25.997073,"OBS530449274","Santa Catarina","South","Garuva -- paddies and plantations N of town",65.66
"Muscipipra vetula",-54.283333,-26,80812,"NA","South","Colonia Gobernador J. J. Colonia Lanusse",274.37
"Elaenia mesoleuca",-48.60373,-26.004233,"OBS477398621","Santa Catarina","South","Itapoá -- Barra do Rio Saí-Mirim",8.89
"Cacicus chrysopterus",-54.616546,-26.014961,"OBS437768016","Misiones","South","AR-Misiónes - -26.015x-54.617 - 22 oct. 2016 12:13",214.72
"Stephanoxis lalandi",-54.627103,-26.018011,"OBS304758939","Misiones","South","Km 1, Puerto Esperanza",221.03
"Cacicus chrysopterus",-51.354175,-26.019072,"OBS412451693","Paraná","South","Cruz Machado",882.5
"Microspingus lateralis",-51.354175,-26.019072,"OBS412451666","Paraná","South","Cruz Machado",882.5
"Phylloscartes ventralis",-51.354175,-26.019072,"OBS412451676","Paraná","South","Cruz Machado",893.17
"Piculus aurulentus",-51.354175,-26.019072,"OBS412451692","Paraná","South","Cruz Machado",896.45
"Stephanophorus diadematus",-51.354175,-26.019072,"OBS412451628","Paraná","South","Cruz Machado",893.17
"Stephanoxis lalandi",-51.354175,-26.019072,"OBS412451669","Paraná","South","Cruz Machado",866.52
"Synallaxis cinerascens",-51.354175,-26.019072,"OBS412451653","Paraná","South","Cruz Machado",867.18
"Syndactyla rufosuperciliata",-51.354175,-26.019072,"OBS412451702","Paraná","South","Cruz Machado",893.17
"Drymophila rubricollis",-54.111389,-26.030278,"OBS326610520","Misiones","South","Señal de teléfono, Urugua-í",406.03
"Mackenziaena leachii",-54.111389,-26.030278,"OBS326614015","Misiones","South","Señal de teléfono, Urugua-í",415.43
"Mackenziaena leachii",-54.41134,-26.03065,"OBS266175534","Misiones","South","Parque Provincial Puerto Esperanza, Puerto Esperanza, Misiones",302.32
"Stephanoxis lalandi",-54.41134,-26.03065,"OBS268101329","Misiones","South","Parque Provincial Puerto Esperanza, Puerto Esperanza, Misiones",297.44
"Synallaxis cinerascens",-54.41134,-26.03065,"OBS268103074","Misiones","South","Parque Provincial Puerto Esperanza, Puerto Esperanza, Misiones",297.23
"Cacicus chrysopterus",-54.41131,-26.03155,"OBS433800289","Misiones","South","PP Esperanza y Aguaray-mí",296.55
"Drymophila rubricollis",-54.41131,-26.03155,"OBS433800270","Misiones","South","PP Esperanza y Aguaray-mí",301.67
"Syndactyla rufosuperciliata",-54.41131,-26.03155,"OBS433800293","Misiones","South","PP Esperanza y Aguaray-mí",297.57
"Cacicus chrysopterus",-51.414342,-26.031913,"OBS421872178","Paraná","South","Ramal Iracema,  Cruz Machado",830.38
"Drymophila rubricollis",-51.414342,-26.031913,"OBS421872177","Paraná","South","Ramal Iracema,  Cruz Machado",878.39
"Lepidocolaptes falcinellus",-51.414342,-26.031913,"OBS421872161","Paraná","South","Ramal Iracema,  Cruz Machado",830.38
