"Supplementary_Data_3: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,,,
"Species","longitude","latitude","state","locality","year","month","identifier","seasson","Elevation"
"Phylloscartes ventralis",-53.899269,-27.150505,"Misiones","PP Moconá (AICA MI15)",2018,7,"OBS643793564","wint",224.71
"Phylloscartes ventralis",-53.264669,-27.189201,"Rio Grande do Sul","Iraí",2016,4,"OBS440235919","fall",260.27
"Phylloscartes ventralis",-49.732833,-27.221558,"Santa Catarina","Laurentino",2017,5,"OBS498644472","fall",409.69
"Phylloscartes ventralis",-54.049092,-27.251443,"Misiones","Yucuma Lodge",2017,8,"OBS525489910","wint",193.64
"Phylloscartes ventralis",-55.531812,-27.255202,"Misiones","San Ignacio Mini",2017,6,"OBS536887760","wint",145.71
"Phylloscartes ventralis",-49.51262,-27.276021,"Santa Catarina","Lontras--Três Picos",2018,2,"OBS581069080","sum",713.86
"Phylloscartes ventralis",-55.595756,-27.282305,"Misiones","PP Teyú Cuaré",2017,2,"OBS473373308","sum",116.48
"Phylloscartes ventralis",-53.647399,-27.341808,"Rio Grande do Sul","Guarita",2017,12,"OBS647134652","sum",280.63
"Phylloscartes ventralis",-55.007987,-27.406276,"Misiones","Chacra Mariposa",2018,10,"OBS665171624","spri",288.99
"Phylloscartes ventralis",-55.814559,-27.458378,"Misiones","Desembocadura Arroyo Garupá",2015,5,"OBS324456476","fall",88.64
"Phylloscartes ventralis",-55.566085,-27.462129,"Misiones","Cerro Santa Ana--Complejo Don Rodolfo",2017,6,"OBS510005926","wint",231.43
"Phylloscartes ventralis",-49.2921,-27.475,"Santa Catarina","Bom Retiro",2015,5,"OBS318178728","fall",728.96
"Phylloscartes ventralis",-55.120811,-27.4902,"Misiones","Oberá",2017,8,"OBS523155318","wint",309.47
"Phylloscartes ventralis",-54.664578,-27.528063,"Rio Grande do Sul","Municipio de Porto Mauá - localidade de Tres bocas",2016,4,"OBS438092813","fall",156.81
"Phylloscartes ventralis",-55.710232,-27.557144,"Misiones","PP Cañadón de Profundidad",2018,7,"OBS643823226","wint",172.18
"Phylloscartes ventralis",-50.736025,-27.592445,"Santa Catarina","São José do Cerrito -- Salto dos Marianos",2016,2,"OBS375150535","sum",879.95
"Phylloscartes ventralis",-55.630131,-27.616908,"Misiones","Tacuaruzú",2016,11,"OBS445798880","spri",166.92
"Phylloscartes ventralis",-49.097634,-27.632416,"Santa Catarina","Taquaras",2017,5,"OBS498774005","fall",793.98
"Phylloscartes ventralis",-49.136305,-27.666935,"Santa Catarina","Unnamed Road, Santa Catarina, BR (-27,667, -49,136)",2018,4,"OBS599422381","fall",912.79
"Phylloscartes ventralis",-49.0125,-27.6735,"NA","Rancho Queimado, Rancho Queimado, Santa Catarina",2018,4,"411814@XC","fall",845.73
"Phylloscartes ventralis",-49.149485,-27.686872,"Santa Catarina","Morro da Boa Vista",2018,3,"OBS585784672","fall",1008.77
"Phylloscartes ventralis",-49.011018,-27.687746,"Santa Catarina","Sítio Bruggemann",2016,5,"OBS403688788","fall",845.73
"Phylloscartes ventralis",-49.014486,-27.689191,"Santa Catarina","Sítio Faxinal das Águas",2016,5,"OBS403093645","fall",854.21
"Phylloscartes ventralis",-48.993263,-27.702643,"Santa Catarina","descida da serra em águas mornas",2017,5,"OBS498781914","fall",719.91
"Phylloscartes ventralis",-48.993015,-27.703592,"Santa Catarina","Estrada",2016,8,"OBS423687744","wint",719.91
"Phylloscartes ventralis",-49.35246,-27.70787,"Santa Catarina","Urupema - Estrada Velha",2015,5,"OBS320601042","fall",657.94
"Phylloscartes ventralis",-55.565779,-27.743404,"Misiones","PP De la Sierra, Martinez Crovetto.",2015,1,"OBS290941514","sum",228.08
"Phylloscartes ventralis",-55.565457,-27.744239,"Misiones","PP de La Sierra Ing. Raúl Martínez Crovetto",2018,12,"OBS688492992","sum",228.08
"Phylloscartes ventralis",-50.35624,-27.791347,"Santa Catarina","-27,791x-50,356 - 19/01/2016 14:10",2016,1,"OBS367178345","sum",964.09
"Phylloscartes ventralis",-48.87003,-27.821945,"Santa Catarina","PE Serra do Tabuleiro, SC",2016,1,"OBS443725013","sum",945.59
"Phylloscartes ventralis",-48.862172,-27.885445,"Santa Catarina","PE da Serra do Tabuleiro--Trilha do Campo da Bracatinga",2016,9,"OBS428614824","spri",972.42
"Phylloscartes ventralis",-55.344925,-27.889766,"Misiones","Ruinas Santa María La Mayor",2017,10,"OBS545363658","spri",128.55
"Phylloscartes ventralis",-55.345262,-27.889834,"Misiones","(-27,89, -55,345)",2017,10,"OBS545682671","spri",128.55
"Phylloscartes ventralis",-55.34506,-27.891535,"Misiones","Ruinas de Santa María",2017,8,"OBS523578313","wint",128.55
"Phylloscartes ventralis",-49.438721,-27.899853,"Santa Catarina","RPPN Grande Floresta das Araucárias, Faz. Reunidas Campos Novos",2017,11,"OBS550030979","spri",1055.71
"Phylloscartes ventralis",-53.313834,-27.901405,"Rio Grande do Sul","Palmeira das Missões",2015,5,"OBS318309876","fall",586.5
"Phylloscartes ventralis",-52.81737,-27.913535,"Rio Grande do Sul","Parque Estadual do Papagaio Charão Sarandi RS",2018,11,"OBS676932337","spri",624.36
"Phylloscartes ventralis",-52.815263,-27.913566,"Rio Grande do Sul","PE Papagaio Charao,  Sarandi, Rio Grande do Sul, BR (-27,914, -52,815)",2018,4,"OBS603534358","fall",624.36
"Phylloscartes ventralis",-49.856601,-27.924502,"Santa Catarina","Urupema--Morro das Antenas",2018,5,"OBS614844944","fall",1453.4
"Phylloscartes ventralis",-49.94238,-27.92881,"Santa Catarina","Painel - Farofa",2015,5,"OBS321060406","fall",1400
"Phylloscartes ventralis",-49.851377,-27.929713,"Santa Catarina","Urupema, Acesso ao Morro das Antenas",2016,2,"OBS375130765","sum",1453.4
"Phylloscartes ventralis",-49.856518,-27.933227,"Santa Catarina","Urupema--Estrada Velha",2016,4,"OBS414095915","fall",1453.4
"Phylloscartes ventralis",-49.934151,-27.951291,"Santa Catarina","Urupema -- Eco-Pousada Rio dos Touros",2018,4,"OBS601157803","fall",1348.35
"Phylloscartes ventralis",-49.934105,-27.951378,"NA","Eco Pousada Rio dos Touros und Umgebung",2015,2,"NA","sum",1348.35
"Phylloscartes ventralis",-49.930501,-27.952076,"Santa Catarina","Urupema -- RPPN Papagaios de Altitude",2016,4,"OBS395588685","fall",1348.35
"Phylloscartes ventralis",-49.930514,-27.952215,"Santa Catarina","Urupema-- acesso Pousada Faldun",2016,4,"OBS414102989","fall",1348.35
"Phylloscartes ventralis",-49.8767,-27.9545,"Santa Catarina","Urupema",2018,4,"OBS606646771","fall",1417.12
"Phylloscartes ventralis",-49.875483,-27.957335,"Santa Catarina","Urupema",2017,1,"OBS458967279","sum",1417.12
"Phylloscartes ventralis",-49.884372,-27.960291,"Santa Catarina","CTG Nordeste Urupemense",2017,4,"OBS501080265","fall",1394.31
"Phylloscartes ventralis",-49.866269,-27.967359,"Santa Catarina","BR-Santa Catarina-Urupema-Estrada Urupema - -27,967x-49,866",2016,4,"OBS440562230","fall",1352.67
"Phylloscartes ventralis",-49.85802,-27.97731,"Santa Catarina","Urupema - SC, Estrada Urupema",2015,5,"OBS320266120","fall",1352.67
"Phylloscartes ventralis",-49.85774,-27.977512,"Santa Catarina","Urupema, Estrada Geral Urupema",2015,5,"OBS320272758","fall",1406.52
"Phylloscartes ventralis",-49.285047,-27.997192,"Santa Catarina","Santa Bárbara (SC)",2017,11,"OBS550560644","spri",655.58
"Phylloscartes ventralis",-49.832826,-28.011583,"Santa Catarina","Urupema--Morro do Combate",2017,4,"OBS493364165","fall",1376.36
"Phylloscartes ventralis",-49.609512,-28.027863,"Santa Catarina","NA",2017,7,"9030892","wint",1104.47
"Phylloscartes ventralis",-49.592433,-28.032067,"Santa Catarina","Parte baixa Cachoeira do Avencal",2017,5,"OBS494795907","fall",1058.38
"Phylloscartes ventralis",-49.795484,-28.036957,"Santa Catarina","Campos sudeste--Estrada Bom Sucesso",2017,4,"OBS501088906","fall",1340.37
"Phylloscartes ventralis",-49.611726,-28.072132,"Santa Catarina","Santa Barbara",2015,4,"OBS321330512","fall",1387.62
"Phylloscartes ventralis",-52.874858,-28.079023,"Rio Grande do Sul","Reserva Valle Azul",2016,7,"OBS419706151","wint",519.38
"Phylloscartes ventralis",-52.432856,-28.081065,"Rio Grande do Sul","Coxilha, Rio Grande do Sul, BR (-28,081, -52,433)",2018,1,"OBS567150580","sum",641.34
"Phylloscartes ventralis",-49.6681,-28.1283,"south","Urubici- imediacoes do PN Sao Joaquim",,,"LGEMA18675",,
"Phylloscartes ventralis",-49.634531,-28.14206,"Santa Catarina","PN São Joaquim--Alojamento",2015,6,"OBS360308550","wint",1549.39
"Phylloscartes ventralis",-49.386236,-28.14942,"Santa Catarina","PE Serra Furada--sede norte",2016,4,"OBS397610483","fall",570.02
"Phylloscartes ventralis",-49.618889,-28.1525,"Santa Catarina","PN São Joaquim--Grade PPBio, S1500",2016,7,"OBS415924997","wint",1549.39
"Phylloscartes ventralis",-49.641667,-28.153056,"Santa Catarina","PN São Joaquim--Grade PPBio, N3500",2016,2,"OBS380251623","sum",1459.25
"Phylloscartes ventralis",-49.636667,-28.160833,"Santa Catarina","PN São Joaquim--Grade PPBio, S3500",2015,2,"OBS322774831","sum",1596.78
"Phylloscartes ventralis",-49.392693,-28.191404,"Santa Catarina","PE Serra Furada--sede",2016,2,"OBS373139745","sum",511.58
"Phylloscartes ventralis",-50.636581,-28.194785,"Santa Catarina","BR-Santa Catarina-Capão Alto -- 28,195x-50,637",2017,1,"OBS461375644","sum",1007.83
"Phylloscartes ventralis",-51.904811,-28.223794,"Rio Grande do Sul","Sementes e Cambanha Butiá - Caseiros",2017,12,"OBS555553252","sum",749.41
"Phylloscartes ventralis",-55.770384,-28.237342,"Corrientes","Unnamed Road, Corrientes, AR (-28,237, -55,77)",2018,2,"OBS577358958","sum",74.43
"Phylloscartes ventralis",-49.513521,-28.241388,"Santa Catarina","BR-Santa Catarina-Orleans - -28,241x-49,514 - 29/06/2016 05:43",2016,6,"OBS415442644","wint",954.03
"Phylloscartes ventralis",-52.744095,-28.264813,"Rio Grande do Sul","Carazinho -- Parque Municipal",2015,5,"OBS317669869","fall",562.39
"Phylloscartes ventralis",-49.553163,-28.278136,"Santa Catarina","ParNa São Joaquim - Canion Laranjeiras",2018,7,"OBS644784197","wint",1426.65
"Phylloscartes ventralis",-52.18839,-28.293867,"Rio Grande do Sul","Floresta Nacional de Passo Fundo--Mato Castelhano",2016,7,"OBS418399679","wint",725.12
"Phylloscartes ventralis",-52.781559,-28.296087,"Rio Grande do Sul","Aquático Carazinho",2017,4,"OBS481678078","fall",562.25
"Phylloscartes ventralis",-54.265645,-28.298905,"Rio Grande do Sul","Santo Ângelo",2016,5,"OBS404114924","fall",246.98
"Phylloscartes ventralis",-52.598487,-28.310827,"Rio Grande do Sul","Fazenda Aparecida,  SAP, Rio Grande do Sul, BR (-28,311, -52,598)",2018,12,"OBS688446577","sum",565.46
"Phylloscartes ventralis",-52.765059,-28.311786,"Rio Grande do Sul","Pedreira",2018,1,"OBS566161980","sum",562.25
"Phylloscartes ventralis",-52.614577,-28.360362,"Rio Grande do Sul","Capão Três Lagoas",2018,7,"OBS637980276","wint",519.22
"Phylloscartes ventralis",-53.689392,-28.375189,"Rio Grande do Sul","Bozano--Mato da Capela",2018,5,"OBS625008867","fall",434.54
"Phylloscartes ventralis",-52.77684,-28.382339,"Rio Grande do Sul","Granja Pinheiros",2018,7,"OBS639688482","wint",546.41
"Phylloscartes ventralis",-52.962744,-28.392403,"Rio Grande do Sul","BR-Rio Grande do Sul-Colorado - -28,392x-52,963 - 13 de abr de 2017 16:26",2017,4,"OBS485196482","fall",515.37
"Phylloscartes ventralis",-52.703154,-28.460316,"Rio Grande do Sul","Fazenda Tedesco",2018,9,"OBS654961046","spri",452.09
"Phylloscartes ventralis",-52.696447,-28.462026,"Rio Grande do Sul","Fazenda Tedesco Sto Antônio Do Planalto (-28,462, -52,696)",2018,10,"OBS664225460","spri",452.09
"Phylloscartes ventralis",-49.869112,-28.487328,"Rio Grande do Sul","-28.487328, -49.869112, rio Pelotas, São José dos Ausentes",2016,1,"OBS367952128","sum",1095.75
"Phylloscartes ventralis",-49.522749,-28.489874,"Santa Catarina","Santa Catarina, BR (-28,49, -49,523)",2018,6,"OBS633929610","wint",461.41
"Phylloscartes ventralis",-49.528277,-28.492456,"Santa Catarina","Trilha Cachoeira do Salto Branco",2018,7,"OBS636102662","wint",744.17
"Phylloscartes ventralis",-54.57589,-28.502402,"Rio Grande do Sul","Rio Grande do Sul, BR (-28,502, -54,576)",2018,2,"OBS574306715","sum",273.66
"Phylloscartes ventralis",-50.261035,-28.502413,"Rio Grande do Sul","Bom Jesus--Passo do Inferno",2017,3,"OBS580513498","fall",956.5
"Phylloscartes ventralis",-52.908304,-28.503018,"Rio Grande do Sul","BR-Rio Grande do Sul-Não-Me-Toque - -28,503x-52,908 - 22 de abr de 2017 06:33",2017,4,"OBS489038049","fall",419.61
"Phylloscartes ventralis",-52.905019,-28.504433,"Rio Grande do Sul","Mato do Arlei",2018,5,"OBS614170203","fall",419.61
"Phylloscartes ventralis",-49.516969,-28.504539,"Santa Catarina","Santa Catarina, BR (-28,505, -49,517)",2018,4,"OBS608318879","fall",423.63
"Phylloscartes ventralis",-49.518991,-28.504864,"Santa Catarina","Treviso--Trilha dos Dois Dedos",2018,4,"OBS608328833","fall",423.63
"Phylloscartes ventralis",-52.889784,-28.506301,"Rio Grande do Sul","-28,506x-52,89 - 7 de mai de 2016 19:41",2016,5,"OBS399427510","fall",444.15
"Phylloscartes ventralis",-52.890518,-28.509127,"Rio Grande do Sul","BR-Rio Grande do Sul-Não-Me-Toque-Unnamed Road - -28,509x-52,891",2017,3,"OBS479361866","fall",444.15
"Phylloscartes ventralis",-52.901495,-28.510659,"Rio Grande do Sul","BR-Rio Grande do Sul-Não-Me-Toque - -28,511x-52,901 - 20 de nov de 2016 10:03",2018,4,"OBS601549909","fall",419.61
"Phylloscartes ventralis",-49.871613,-28.515089,"Rio Grande do Sul","Sítio dos Irmãos, Faxinal Preto, São José dos Ausentes",2016,1,"OBS367996170","sum",1195.7
"Phylloscartes ventralis",-52.789182,-28.521272,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,521, -52,789)",2017,12,"OBS556600475","sum",446.2
"Phylloscartes ventralis",-53.613531,-28.536373,"Rio Grande do Sul","Propriedade Lauro Stella",2015,5,"OBS316220528","fall",413.43
"Phylloscartes ventralis",-49.609494,-28.546333,"Santa Catarina","BR-Santa Catarina-Siderópolis - -28,534x-49,567 - 06/11/2016 06:08",2016,11,"OBS441317519","spri",691.04
"Phylloscartes ventralis",-52.720677,-28.548601,"Rio Grande do Sul","BR-Rio Grande do Sul-Victor Graeff-Estrada São José do Umbú - -28,549x-52,721",2017,7,"OBS518322713","wint",411.12
"Phylloscartes ventralis",-56.035712,-28.550358,"Corrientes","987-1173 Avenida San Martín, Santo Tome, Corrientes, AR (-28,55, -56,036)",2018,4,"OBS609997833","fall",64.15
"Phylloscartes ventralis",-56.023128,-28.559364,"Corrientes","Puerto Torres",2017,5,"OBS499929804","fall",67.14
"Phylloscartes ventralis",-56.023794,-28.564505,"Corrientes","Unnamed Road, Corrientes, AR (-28.565, -56.024)",2017,10,"OBS544888626","spri",67.14
"Phylloscartes ventralis",-51.325335,-28.569145,"Rio Grande do Sul","PCH Jardim, André da Rocha",2016,3,"OBS705343900","fall",652.76
"Phylloscartes ventralis",-49.550357,-28.596957,"Santa Catarina","Barragem do Rio São Bento, Siderópolis",2017,9,"OBS529486849","spri",187.19
"Phylloscartes ventralis",-49.585741,-28.598539,"Santa Catarina","Estrada da Gruta, Siderópolis",2015,4,"OBS351463341","fall",346.1
"Phylloscartes ventralis",-51.471333,-28.617528,"Rio Grande do Sul","André da Rocha--Chimarrão",2018,4,"OBS603891467","fall",622.32
"Phylloscartes ventralis",-52.744714,-28.621196,"Rio Grande do Sul","-28,621x-52,745 - 6 de jul de 2017 11:02",2017,7,"OBS516741930","wint",406.63
"Phylloscartes ventralis",-49.61887,-28.632365,"Santa Catarina","BR-Santa Catarina-Nova Veneza - -28,632x-49,619 - 16/12/2016 20:35",2016,12,"OBS482837548","sum",565.7
"Phylloscartes ventralis",-53.579438,-28.636738,"Rio Grande do Sul","Estrela Velha",2018,4,"OBS595559512","fall",444.46
"Phylloscartes ventralis",-49.620398,-28.639615,"Santa Catarina","BR-Santa Catarina-Nova Veneza - -28,64x-49,62 - 28/10/2016 07:44",2016,10,"OBS458160702","spri",565.7
"Phylloscartes ventralis",-49.630593,-28.654233,"Santa Catarina","BR-Santa Catarina-Nova Veneza-Unnamed Road - -28,654x-49,631",2016,9,"OBS434541592","spri",415.2
"Phylloscartes ventralis",-49.690547,-28.663914,"Santa Catarina","BR-Santa Catarina-Nova Veneza - Serra do Pinheiro -- Vila Maria -28,664x-49,691 ",2017,1,"OBS459529377","sum",570.74
"Phylloscartes ventralis",-49.688743,-28.664638,"Santa Catarina","BR-Santa Catarina-Nova Veneza - Serra do Pinheiro -- Vila Maria -28,665x-49,689",2017,1,"OBS459529440","sum",570.74
"Phylloscartes ventralis",-49.820859,-28.705895,"Santa Catarina","BR-Santa Catarina-Morro Grande - -28,706x-49,821 - 01/03/2016 20:24",2016,3,"OBS378789391","fall",938.55
"Phylloscartes ventralis",-53.403532,-28.733595,"Rio Grande do Sul","Cruz Alta--Capão da Atafona",2018,5,"OBS624837088","fall",396.77
"Phylloscartes ventralis",-51.802362,-28.737826,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,738, -51,802)",2017,2,"OBS523016675","sum",541.82
"Phylloscartes ventralis",-51.802402,-28.737831,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,738, -51,802)",2017,2,"OBS523016430","sum",541.82
"Phylloscartes ventralis",-51.795535,-28.759617,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,76, -51,796)",2017,2,"OBS523017292","sum",536.55
"Phylloscartes ventralis",-49.968889,-28.793161,"Rio Grande do Sul","São José dos Ausentes - Campos do Alto da Serra da Rocinha",2015,2,"OBS416495366","sum",1156.16
"Phylloscartes ventralis",-51.2735,-28.8203,"NA","Ipê, Ipê, Rio Grande do Sul",2018,7,"426132@XC","wint",783.54
"Phylloscartes ventralis",-50.693797,-28.845081,"Rio Grande do Sul","95400-000, São Francisco de Paula BR-RS (-28,8451,-50,6938)",2018,8,"OBS646494060","wint",785.21
"Phylloscartes ventralis",-52.298506,-28.85408,"Rio Grande do Sul","Perau de Janeiro, Arvorezinha/RS",2017,11,"OBS551189630","spri",603.58
"Phylloscartes ventralis",-50.818868,-28.87427,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,874, -50,819)",2018,1,"OBS565384844","sum",661.9
"Phylloscartes ventralis",-51.752784,-28.874645,"Rio Grande do Sul","BR-Rio Grande do Sul-Fagundes Varela - -28,875x-51,753 - 20/02/2017 14:49",2017,2,"OBS503367908","sum",425.87
"Phylloscartes ventralis",-50.973264,-28.877894,"Rio Grande do Sul","Caxias do Sul--Criúva",2018,1,"OBS565579049","sum",758.02
"Phylloscartes ventralis",-50.816665,-28.884787,"Rio Grande do Sul","Caxias do Sul--Cânion dos Palanquinhos",2018,1,"OBS564185401","sum",691.44
"Phylloscartes ventralis",-50.821965,-28.884815,"Rio Grande do Sul","PE Jus",2018,1,"OBS564728781","sum",691.44
"Phylloscartes ventralis",-51.745551,-28.891606,"Rio Grande do Sul","BR-Rio Grande do Sul-Fagundes Varela - -28,892x-51,746 - 18/02/2017 13:50",2017,2,"OBS503366097","sum",518.97
"Phylloscartes ventralis",-50.82466,-28.8955,"Rio Grande do Sul","Monumento Natural Palanquinho",2017,9,"OBS534560423","spri",691.44
"Phylloscartes ventralis",-49.668664,-28.911132,"Santa Catarina","Turvo--CTG Vale da Amizade",2017,8,"OBS525303754","wint",57.46
"Phylloscartes ventralis",-50.817848,-28.948103,"Rio Grande do Sul","PE Ctrle",2018,1,"OBS564465373","sum",743.47
"Phylloscartes ventralis",-51.526474,-28.962032,"Rio Grande do Sul","Propriedade Romildo Ceppo",2018,5,"OBS613508351","fall",584.8
"Phylloscartes ventralis",-50.798547,-28.972539,"Rio Grande do Sul","PE Criuva",2018,1,"OBS565180021","sum",764.12
"Phylloscartes ventralis",-50.8079,-29.0066,"NA","Caxias do Sul, Rio Grande do Sul",2018,7,"431025@XC","wint",856.22
"Phylloscartes ventralis",-50.80513,-29.01607,"Rio Grande do Sul","95400-000, Caxias do Sul BR-RS (-29,0161,-50,8051)",2018,7,"OBS644350971","wint",856.22
"Phylloscartes ventralis",-51.709144,-29.022401,"Rio Grande do Sul","BR-Rio Grande do Sul-Cotiporã - -29,022x-51,709 - 22/05/2017 14:26",2017,2,"OBS503372035","sum",336.48
"Phylloscartes ventralis",-51.909941,-29.040076,"Rio Grande do Sul","BR-Rio Grande do Sul-Vespasiano Correa - -29,04x-51,91 - 15/04/2017 18:13",2017,4,"OBS486038815","fall",314.94
"Phylloscartes ventralis",-51.908238,-29.045288,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-29,045, -51,908)",2017,12,"OBS556113095","sum",311.74
"Phylloscartes ventralis",-51.911817,-29.046871,"Rio Grande do Sul","Ferrovia do Trigo -- Viaduto 13",2016,3,"OBS388403281","fall",311.74
"Phylloscartes ventralis",-50.084,-29.054,"Rio Grande do Sul","Cambará do sul, cânion fortaleza",2018,11,"OBS674742858","spri",1094.39
